,beneficiario,cargo,cpf_cnpj,cpf_cnpj_orig,data,despesa,doador,doador_orig,especie_documento,num_documento,partido,sq,uf,valor
4795,YANN EVANOVICK LEITAO FURTADO - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,19/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000555,AM,200
4796,YANN EVANOVICK LEITAO FURTADO - DEPUTADO ESTADUAL - PC DO B - AM / VANDERLEY OLIVEIRA DOS ANJOS - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,17/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000555,AM,724
4797,EDIVALDO BARRETO DOS SANTOS - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000556,AM,200
4798,EDIVALDO BARRETO DOS SANTOS - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000556,AM,200
4799,GILDO ARAUJO  DA COSTA - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000557,AM,200
4800,GILDO ARAUJO  DA COSTA - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000557,AM,200
4801,CLECIO ARAUJO SILVA - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000558,AM,200
4802,CLECIO ARAUJO SILVA - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000558,AM,200
4803,CRISTIANE SILVA DE OLIVEIRA - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000559,AM,200
4804,CRISTIANE SILVA DE OLIVEIRA - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000559,AM,200
4805,IVO EULER BENTES MARTINS - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000560,AM,200
4806,IVO EULER BENTES MARTINS - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000560,AM,200
4807,JOSILDO DE OLIVEIRA SILVA - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000561,AM,200
4808,JOSILDO DE OLIVEIRA SILVA - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000561,AM,200
4809,LUIZ DE JESUS FIDELIS - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000562,AM,200
4810,LUIZ DE JESUS FIDELIS - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000562,AM,200
4811,ORLANDO PANTOJA SANTANA - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000563,AM,200
4812,ORLANDO PANTOJA SANTANA - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA CORREA  - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000563,AM,200
4813,ROBSON ELOI ABRANTES - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000564,AM,200
4814,ROBSON ELOI ABRANTES - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000564,AM,200
4815,SIRLAM GOMES COHEN - DEPUTADO ESTADUAL - PC DO B - AM / MOISES CORREA LEAL - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000565,AM,200
4816,SIRLAM GOMES COHEN - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000565,AM,200
4857,ANTONIVALDO DE SOUSA - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000567,AM,200
4858,ANTONIVALDO DE SOUSA - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000567,AM,200
4859,CHRISTIAN BARNADD DANNIELL GOMES E SILVA - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000568,AM,200
4860,CHRISTIAN BARNADD DANNIELL GOMES E SILVA - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000568,AM,200
4870,EDYSSANDRO ALBUQUERQUE BATISTA - DEPUTADO ESTADUAL - PC DO B - AM / MOISES CORREA LEAL  - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000570,AM,200
4871,EDYSSANDRO ALBUQUERQUE BATISTA - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000570,AM,200
4872,EVERALDO VICENTE BATISTA - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA  - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000571,AM,200
4873,EVERALDO VICENTE BATISTA - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000571,AM,200
4874,FREDERICO DE SOUZA OLIVEIRA - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000572,AM,200
4875,FREDERICO DE SOUZA OLIVEIRA - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000572,AM,200
4876,JUSTINA CANDIDO DIQUE - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREAL - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000573,AM,200
4877,JUSTINA CANDIDO DIQUE - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000573,AM,200
4878,NEY ANDERSON BARBOSA PEREIRA - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000574,AM,200
4879,NEY ANDERSON BARBOSA PEREIRA - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000574,AM,200
4880,ENEIAS GARCES DA ROCHA - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000575,AM,200
4881,ENEIAS GARCES DA ROCHA - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000575,AM,200
4882,ANDRE MARSILIO CARVALHO E PINHO - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000576,AM,200
4883,ANDRE MARSILIO CARVALHO E PINHO - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA  - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000576,AM,200
4884,MARIA NATIVIDADE DA SILVA RODRIGUES - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000578,AM,200
4885,MARIA NATIVIDADE DA SILVA RODRIGUES - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000578,AM,200
4886,CHRISTIAN DE SOUZA MORAES - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000579,AM,200
4887,CHRISTIAN DE SOUZA MORAES - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNADE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000579,AM,200
4888,ELIZONEIDE RODRIGUES SILVA - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000580,AM,200
4889,ELIZONEIDE RODRIGUES SILVA - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000580,AM,200
4890,GLAUBER MARCOS CAVALCANTE DUARTE - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000581,AM,200
4891,GLAUBER MARCOS CAVALCANTE DUARTE - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000581,AM,200
4892,FRANCISCO SALES PENA - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000582,AM,200
4893,FRANCISCO SALES PENA - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000582,AM,200
4894,IZA CRISTIANE PEREIRA PINHEIRO - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000583,AM,200
4895,IZA CRISTIANE PEREIRA PINHEIRO - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA  - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000583,AM,200
4896,MARLEANY DA SILVA SOARES - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000584,AM,200
4897,MARLEANY DA SILVA SOARES - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000584,AM,200
4898,PAULO HENRIQUE REGIS DA CUNHA - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000585,AM,200
4899,PAULO HENRIQUE REGIS DA CUNHA - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000585,AM,200
4900,UBIRATAN CORREA DOS SANTOS - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000586,AM,200
4901,UBIRATAN CORREA DOS SANTOS - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000586,AM,200
4902,FRANCISCO RODRIGUES BALIEIRO - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000587,AM,200
4903,FRANCISCO RODRIGUES BALIEIRO - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000587,AM,200
4904,JOAO MARTINS - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000588,AM,200
4905,JOAO MARTINS - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000588,AM,200
4906,MARIA JANUARIA CUNHA DE OLIVEIRA - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000589,AM,200
4907,MARIA JANUARIA CUNHA DE OLIVEIRA - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000589,AM,200
4908,ISIS LITAIFF DE SOUZA - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000590,AM,200
4909,ISIS LITAIFF DE SOUZA - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000590,AM,200
4910,ANDREIA FREITAS DE LIMA - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA  - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000591,AM,200
4911,ANDREIA FREITAS DE LIMA - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000591,AM,200
4912,FRANCISCO ANTONIO BARBOSA DE ARAUJO - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA  - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000592,AM,200
4913,FRANCISCO ANTONIO BARBOSA DE ARAUJO - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA  - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000592,AM,200
4914,HERMENEGILDO DE CASTRO CAVALCANTE - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000593,AM,200
4915,HERMENEGILDO DE CASTRO CAVALCANTE - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000593,AM,200
4916,WANESSA PEREIRA DO NASCIMENTO - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000594,AM,200
4917,WANESSA PEREIRA DO NASCIMENTO - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000594,AM,200
4918,TAIANE SALES DE ARAUJO - DEPUTADO ESTADUAL - PC DO B - AM / MOISES LEAL CORREA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000595,AM,200
4919,TAIANE SALES DE ARAUJO - DEPUTADO ESTADUAL - PC DO B - AM / SENDER JACAUNA DE LIMA - NULL - NULL - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,22/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PC do B,40000000595,AM,200
4947,CARLOS RENÊ DE SOUZA FERNANDES - DEPUTADO FEDERAL - PSB - AM / ELEIÇÃO 2014 MARCELO AUGUSTO DA EIRA CORREA SENADOR - PSB - AM - DEPUTADO FEDERAL,DEPUTADO FEDERAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000601,AM,540
4954,GLEUSON MESQUITA DE LIMA - DEPUTADO ESTADUAL - PSB - AM / ELEIÇÃO 2014 MARCELO AUGUSTO DE EIRA CORREA SENADOR - PSB - AM - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000603,AM,540
4955,SIDNEY PEREIRA NUNES - DEPUTADO ESTADUAL - PSB - AM / ELEIÇAO 2014 MARCELO AUGUSTO DA EIRA CORREA - PSB - AM - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000604,AM,270
4956,JAILSON SOUSA SILVA - DEPUTADO ESTADUAL - PSB - AM / ELEIÇÃO 2014 MARCELO AUGUSTO DA EIRA CORREA SENADOR - PSB - AM - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000605,AM,360
4957,NELS NELSON OLIVEIRA DOS SANTOS - DEPUTADO ESTADUAL - PSB - AM / ELEIÇÃO 2014 MARCELO AUGUSTO DA EIRA CORREA SENADOR - PSB - AM - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000607,AM,270
4958,WALDEMAR JOSE SANTOS - DEPUTADO ESTADUAL - PSB - AM / ELEIÇAO 2014 MARCELO AUGUSTO DA EIRA CORREA - PSB - AM - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000608,AM,360
4959,AURICELIO ROSEVELT SAMPAIO DA COSTA - DEPUTADO ESTADUAL - PSB - AM / ELEICAO 2014 MARCELO AUGUSTO DA EIRA CORREA - PSB - AM - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,10/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000609,AM,270
4960,ALI ASSI - DEPUTADO ESTADUAL - PSB - AM / ELEIÇÃO 2014 MARCELO AUGUSTO DA EIRA CORREA SENADOR - PSB - AM - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000610,AM,540
4961,RUI BARBOSA DE AZEVEDO JUNIOR - DEPUTADO ESTADUAL - PSB - AM / ELEIÇÃO 2014 MARCELO AUGUSTO DA EIRA CORREA SENADOR - PSB - AM - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000619,AM,360
4962,MARIA AUXILIADORA GUEDES COELHO - DEPUTADO ESTADUAL - PSB - AM / ELEICAO 2014 MARCELO AUGUSTO DA EIRA CORREA  - PSB - AM - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000625,AM,270
4963,RICARDO FACUNDO DO VALLE - DEPUTADO ESTADUAL - PSB - AM / ELEIÇÃO 2014 MARCELO AUGUSTO DA EIRA CORREA - PSB - AM - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000626,AM,360
4964,ARQUIMERES AMÂNCIO DA SILVA - DEPUTADO ESTADUAL - PSB - AM / ELEIÇÃO 2014 MARCELO AUGUSTO DA EIRA CORREA SENADOR - PSB - AM - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000627,AM,270
4965,JOÃO PAULO REPOLHO CRUZ - DEPUTADO ESTADUAL - PSB - AM / ELEIÇAO 2014 MARCELO AUGUSTO DA EIRA CORREA SENADOR - PSB - AM - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000628,AM,270
4979,JONIZETE VIDAL DE MENEZES - DEPUTADO ESTADUAL - PSB - AM / ELEIÇÃO 2014 MARCELO AUGUSTO DA EIRA CORREA SENADOR - PSB - AM - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000631,AM,540
4980,RUBERNILSON DA PAZ TEIXEIRA - DEPUTADO ESTADUAL - PSB - AM / ELEIÇÃO 2014 MARCELO AUGUSTO DA EIRA CORREA - PSB - AM - DEPUTADO ESTADUAL,DEPUTADO ESTADUAL,,,30/07/2014,Baixa de recursos estimáveis em dinheiro,,,,,PSB,40000000632,AM,540
